WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_34,GemiddeldeHuishoudensgrootte_33,HuishoudensMetKinderen_32,HuishoudensTotaal_29,MateVanStedelijkheid_122,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeregistreerdeMisdrijven_1,crime_property,crime_violence,crime_vandalism,cluster_id,cluster_label_short,cluster_label_long,pca_x,pca_y,buurt_naam
BU01680209,Losser                                  ,Buurt     ,BU01680209,570,67.0,2.6,100,215,5.0,75,75,105,185,130,25.0,6.0,3.0,3.0,0,label_short,label_long,-1.7006542750615004,0.7582460686856287,Verspreide huizen Overdinkel
BU19700409,Noardeast-Fryslân                       ,Buurt     ,BU19700409,30,7.0,2.4,5,15,5.0,5,0,5,10,5,2.0,0.0,0.0,1.0,0,label_short,label_long,-2.5083574573693728,0.200121280243412,Verspreide huizen Paesens
BU16802008,Aa en Hunze                             ,Buurt     ,BU16802008,355,60.0,2.3,90,150,5.0,100,55,125,50,20,10.0,4.0,0.0,1.0,8,label_short,label_long,-1.9443559468770468,0.3405460987083014,Verspreide huizen Papenvoort
BU19001606,Súdwest-Fryslân                         ,Buurt     ,BU19001606,160,19.0,2.8,25,60,5.0,55,10,40,35,20,4.0,1.0,0.0,1.0,0,label_short,label_long,-2.405081488623749,0.7682280725456234,Verspreide huizen Parrega
BU17300609,Tynaarlo                                ,Buurt     ,BU17300609,10,4.0,2.8,5,5,5.0,0,5,0,5,5,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.6265016107447665,0.6590538652474922,Verspreide huizen Paterswolde
BU19910607,Maashorst                               ,Buurt     ,BU19910607,150,35.0,2.7,20,55,5.0,10,30,20,55,25,22.0,3.0,1.0,7.0,0,label_short,label_long,-2.33077352478262,0.5362334157704507,Verspreide huizen Peel
BU16990420,Noordenveld                             ,Buurt     ,BU16990420,45,10.0,2.6,5,20,5.0,5,10,10,15,10,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.5359562559764166,0.4482400135454152,Verspreide huizen Peest
BU16990630,Noordenveld                             ,Buurt     ,BU16990630,675,28.0,2.4,100,280,5.0,70,75,100,230,200,35.0,12.0,1.0,4.0,0,label_short,label_long,-1.5160371417864211,0.5970845845612782,Verspreide huizen Peize Noord
BU16900909,De Wolden                               ,Buurt     ,BU16900909,55,10.0,2.9,10,20,5.0,5,15,10,20,10,4.0,1.0,1.0,0.0,0,label_short,label_long,-2.575405741680685,0.7830465872970196,Verspreide huizen Pesse
BU01186001,Hoogeveen                               ,Buurt     ,BU01186001,460,39.0,2.3,70,200,5.0,60,70,90,155,90,25.0,7.0,1.0,4.0,8,label_short,label_long,-1.7907660561617282,0.3327578763958296,Verspreide huizen Pesse-Oost
BU01186002,Hoogeveen                               ,Buurt     ,BU01186002,95,18.0,3.1,20,30,5.0,15,15,15,35,15,24.0,10.0,0.0,2.0,0,label_short,label_long,-2.529372602705862,1.0047006415723747,Verspreide huizen Pesse-West
BU01186003,Hoogeveen                               ,Buurt     ,BU01186003,230,74.0,2.2,25,105,5.0,25,15,35,60,95,18.0,6.0,1.0,2.0,8,label_short,label_long,-2.146189518910389,0.0627491728471324,Verspreide huizen Pesse-Zuid
BU19001307,Súdwest-Fryslân                         ,Buurt     ,BU19001307,140,11.0,2.6,20,55,5.0,20,20,20,45,35,2.0,0.0,0.0,1.0,0,label_short,label_long,-2.3935588731480952,0.5145666179573261,Verspreide huizen Pingjum
BU08450208,Sint-Michielsgestel                     ,Buurt     ,BU08450208,445,249.0,2.7,85,170,5.0,110,30,135,100,80,36.0,6.0,5.0,7.0,0,label_short,label_long,-1.821380599873448,0.7171172541830226,Verspreide huizen Poeldonk
BU07160109,Tholen                                  ,Buurt     ,BU07160109,435,20.0,2.8,70,160,5.0,85,50,80,140,75,24.0,6.0,2.0,4.0,0,label_short,label_long,-1.9519320620831728,0.8973671511713963,Verspreide huizen Poortvliet
BU02250501,Druten                                  ,Buurt     ,BU02250501,120,24.0,2.8,20,40,5.0,20,10,20,35,30,18.0,6.0,0.0,3.0,0,label_short,label_long,-2.4360510946931093,0.6845843790127137,Verspreide huizen Puiflijk
BU01800509,Staphorst                               ,Buurt     ,BU01800509,980,68.0,2.9,160,345,5.0,210,140,240,230,160,57.0,14.0,9.0,5.0,0,label_short,label_long,-1.07661253122974,1.2700280716682382,Verspreide huizen Punthorst
BU08730309,Woensdrecht                             ,Buurt     ,BU08730309,330,20.0,1.7,25,165,5.0,10,25,55,135,110,66.0,9.0,3.0,21.0,8,label_short,label_long,-1.6795281498882,-0.6760014360411264,Verspreide huizen Putte
BU07790109,Geertruidenberg                         ,Buurt     ,BU07790109,170,15.0,2.6,30,65,5.0,20,25,30,65,30,64.0,16.0,3.0,13.0,0,label_short,label_long,-2.1460264251281087,0.3096699280807699,Verspreide huizen Raamsdonk
BU07790009,Geertruidenberg                         ,Buurt     ,BU07790009,75,23.0,2.8,5,10,4.0,5,5,5,45,15,66.0,14.0,1.0,17.0,0,label_short,label_long,-2.209288363932368,0.2263466078646282,Verspreide huizen Raamsdonksveer
BU02940106,Winterswijk                             ,Buurt     ,BU02940106,1055,36.0,2.5,170,410,5.0,140,145,180,345,250,30.0,7.0,1.0,7.0,5,label_short,label_long,-0.9535752137301038,1.0073033274166436,"Verspreide huizen Ratum, Henxel, Huppel"
BU02140608,Buren                                   ,Buurt     ,BU02140608,240,64.0,2.8,35,85,5.0,35,35,40,90,45,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.3054942656274946,0.8268775620778946,Verspreide huizen Ravenswaaij
BU01890507,Wierden                                 ,Buurt     ,BU01890507,360,64.0,2.9,55,130,5.0,70,45,80,90,80,90.0,31.0,3.0,11.0,0,label_short,label_long,-1.920865916000588,0.7497289854804355,Verspreide huizen Rectum
BU01600909,Hardenberg                              ,Buurt     ,BU01600909,210,41.0,2.5,30,85,5.0,20,25,30,70,60,27.0,2.0,1.0,10.0,0,label_short,label_long,-2.166624662574152,0.3389289583473077,Verspreide huizen Reestgebied
BU01600406,Hardenberg                              ,Buurt     ,BU01600406,435,39.0,2.5,65,175,5.0,60,50,70,150,110,8.0,1.0,0.0,3.0,0,label_short,label_long,-1.922502855467106,0.6078021610380969,Verspreide huizen Reestgebied (ged.)
BU18590109,Berkelland                              ,Buurt     ,BU18590109,870,43.0,2.5,115,330,5.0,105,105,175,260,230,79.0,21.0,4.0,12.0,0,label_short,label_long,-1.1458319874610878,0.6683054659484203,Verspreide huizen Rekken
BU17140109,Sluis                                   ,Buurt     ,BU17140109,125,13.0,2.0,15,65,5.0,5,10,10,50,45,28.0,10.0,1.0,3.0,8,label_short,label_long,-2.224850393200571,-0.2694234543851494,Verspreide huizen Retranchement
BU01830609,Tubbergen                               ,Buurt     ,BU01830609,565,49.0,2.4,85,235,5.0,85,85,110,170,120,14.0,3.0,2.0,2.0,0,label_short,label_long,-1.6861678762546193,0.5513296322106452,Verspreide huizen Reutum
BU02750102,Rheden                                  ,Buurt     ,BU02750102,445,196.0,1.8,65,245,5.0,75,50,130,115,85,32.0,15.0,1.0,0.0,8,label_short,label_long,-1.694575718322051,-0.2665677527827377,Verspreide huizen Rheden
BU02130311,Brummen                                 ,Buurt     ,BU02130311,345,310.0,2.6,35,90,4.0,55,25,100,90,70,2.0,1.0,0.0,0.0,0,label_short,label_long,-2.027583374561138,0.3863658644563925,Verspreide huizen Rhienderen
BU07852331,Goirle                                  ,Buurt     ,BU07852331,235,17.0,2.8,40,85,5.0,30,45,40,85,35,6.0,0.0,2.0,1.0,0,label_short,label_long,-2.278229010622858,0.7842241742974414,Verspreide huizen Riel
BU18590307,Berkelland                              ,Buurt     ,BU18590307,465,40.0,2.8,75,165,5.0,50,75,85,145,110,34.0,11.0,2.0,4.0,0,label_short,label_long,-1.8928210430096848,0.873110346822932,Verspreide huizen Rietmolen en Broeke
BU18840309,Kaag en Braassem                        ,Buurt     ,BU18840309,45,15.0,3.5,5,10,5.0,15,5,10,15,5,2.0,0.0,0.0,1.0,0,label_short,label_long,-2.7380456781135423,1.4779427373270364,Verspreide huizen Rijnsaterwoude
BU02140507,Buren                                   ,Buurt     ,BU02140507,195,50.0,2.5,25,75,5.0,20,20,35,65,45,10.0,4.0,0.0,1.0,0,label_short,label_long,-2.29837738488274,0.4080938183726305,Verspreide huizen Rijswijk
BU07030409,Reimerswaal                             ,Buurt     ,BU07030409,335,7.0,2.5,55,135,5.0,45,50,65,105,65,85.0,19.0,8.0,15.0,0,label_short,label_long,-1.8121619255971997,0.208687071587247,Verspreide huizen Rilland
BU18910309,Dantumadiel                             ,Buurt     ,BU18910309,150,11.0,2.6,25,60,5.0,20,30,25,50,35,10.0,4.0,0.0,1.0,0,label_short,label_long,-2.3517407984588354,0.5080229844360106,Verspreide huizen Rinsumageast
BU16520809,Gemert-Bakel                            ,Buurt     ,BU16520809,310,12.0,2.7,55,115,5.0,40,45,65,105,50,14.0,6.0,1.0,0.0,0,label_short,label_long,-2.156733094288987,0.7231411401408343,Verspreide huizen Rips
BU16400201,Leudal                                  ,Buurt     ,BU16400201,775,54.0,2.5,125,310,5.0,100,90,145,260,185,101.0,40.0,7.0,2.0,0,label_short,label_long,-1.2690351481157554,0.5933628839941144,Verspreide huizen Roggel
BU16801909,Aa en Hunze                             ,Buurt     ,BU16801909,145,7.0,2.5,25,60,5.0,15,15,25,65,30,20.0,6.0,1.0,3.0,0,label_short,label_long,-2.3118200228324026,0.3477285159761791,Verspreide huizen Rolde
BU16520209,Gemert-Bakel                            ,Buurt     ,BU16520209,235,57.0,3.0,40,80,5.0,35,40,45,80,35,28.0,6.0,4.0,4.0,0,label_short,label_long,-2.259140995014532,0.9272572720555858,Verspreide huizen Rooije Hoef
BU07570009,Boxtel                                  ,Buurt     ,BU07570009,175,19.0,2.5,25,70,5.0,15,15,35,55,50,16.0,5.0,1.0,2.0,0,label_short,label_long,-2.29888690376197,0.3703840975315143,Verspreide huizen Roond
BU17110419,Echt-Susteren                           ,Buurt     ,BU17110419,10,4.0,2.0,0,5,5.0,0,0,0,5,5,86.0,36.0,1.0,6.0,8,label_short,label_long,-2.277848897391496,-0.4998633722478391,Verspreide huizen Roosteren
BU17741799,Dinkelland                              ,Buurt     ,BU17741799,950,38.0,2.8,165,340,5.0,135,140,170,300,210,18.0,5.0,1.0,3.0,0,label_short,label_long,-1.2133040596743565,1.324327102682685,Verspreide huizen Rossum
BU01140209,Emmen                                   ,Buurt     ,BU01140209,190,10.0,2.4,30,80,5.0,20,20,25,80,45,18.0,7.0,0.0,2.0,0,label_short,label_long,-2.2461268713370166,0.2860274060945598,Verspreide huizen Roswinkel
BU08400009,Rucphen                                 ,Buurt     ,BU08400009,1370,80.0,2.4,210,560,5.0,195,145,305,445,280,325.0,123.0,13.0,26.0,5,label_short,label_long,0.1315698099010009,0.2236669941966025,Verspreide huizen Rucphen
BU16900809,De Wolden                               ,Buurt     ,BU16900809,665,20.0,2.3,90,290,5.0,60,65,80,265,195,34.0,13.0,0.0,4.0,8,label_short,label_long,-1.525277291092836,0.4851441711561852,Verspreide huizen Ruinen
BU01480210,Dalfsen                                 ,Buurt     ,BU01480210,685,71.0,2.6,110,255,5.0,100,90,115,225,155,29.0,6.0,2.0,6.0,0,label_short,label_long,-1.5205614905019824,0.8346075193132007,Verspreide huizen Ruitenveen
BU18590405,Berkelland                              ,Buurt     ,BU18590405,985,58.0,2.5,145,385,5.0,125,105,170,335,250,51.0,11.0,4.0,10.0,5,label_short,label_long,-1.020699931625168,0.8500087871332264,Verspreide huizen Ruurlo
BU18590410,Berkelland                              ,Buurt     ,BU18590410,120,29.0,2.5,15,45,5.0,15,5,20,30,40,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.426853497510268,0.3862905220061007,Verspreide huizen Ruurlosche Broek
BU07370309,Tytsjerksteradiel                       ,Buurt     ,BU07370309,90,15.0,2.0,10,45,5.0,5,10,15,35,20,31.0,4.0,1.0,10.0,8,label_short,label_long,-2.2167987775997084,-0.3383940953485251,Verspreide huizen Ryptsjerk
BU17741899,Dinkelland                              ,Buurt     ,BU17741899,1040,48.0,2.7,170,385,5.0,175,120,215,305,225,85.0,22.0,2.0,17.0,0,label_short,label_long,-0.8751106566195392,1.055397508357786,Verspreide huizen Saasveld
BU19910402,Maashorst                               ,Buurt     ,BU19910402,525,31.0,2.2,60,210,5.0,50,55,65,180,170,117.0,43.0,4.0,11.0,8,label_short,label_long,-1.521975880373165,-0.0159015702683371,Verspreide huizen Schaijkse Heide
BU16760909,Schouwen-Duiveland                      ,Buurt     ,BU16760909,205,16.0,2.4,35,85,5.0,30,25,35,80,40,80.0,21.0,2.0,16.0,0,label_short,label_long,-2.0068211050504043,0.0790314575988813,Verspreide huizen Scharendijke
BU19000706,Súdwest-Fryslân                         ,Buurt     ,BU19000706,140,25.0,2.5,20,55,5.0,20,15,25,50,30,12.0,3.0,1.0,2.0,0,label_short,label_long,-2.3449986135069394,0.3600684413096716,Verspreide huizen Scharnegoutum
BU07160209,Tholen                                  ,Buurt     ,BU07160209,185,21.0,2.6,30,75,5.0,30,20,30,60,45,16.0,1.0,1.0,6.0,0,label_short,label_long,-2.2608292203175067,0.4890715993447859,Verspreide huizen Scherpenisse
BU19001409,Súdwest-Fryslân                         ,Buurt     ,BU19001409,65,19.0,2.7,10,25,5.0,5,15,20,25,5,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.52990300378776,0.5743377472302693,Verspreide huizen Schettens
BU00880009,Schiermonnikoog                         ,Buurt     ,BU00880009,85,2.0,2.2,10,40,5.0,15,10,20,25,10,14.0,5.0,2.0,0.0,8,label_short,label_long,-2.363218804368214,-0.036638541466206,Verspreide huizen Schiermonnikoog
BU08400309,Rucphen                                 ,Buurt     ,BU08400309,995,48.0,2.4,160,410,5.0,180,120,245,285,165,76.0,24.0,10.0,4.0,5,label_short,label_long,-0.9160928516510256,0.64987443062634,Verspreide huizen Schijf
BU16800509,Aa en Hunze                             ,Buurt     ,BU16800509,60,12.0,2.4,10,25,5.0,15,5,10,15,15,10.0,3.0,1.0,1.0,0,label_short,label_long,-2.44116947277559,0.199665147875178,Verspreide huizen Schipborg
BU18420009,Midden-Delfland                         ,Buurt     ,BU18420009,380,56.0,2.7,55,140,5.0,35,85,35,140,85,235.0,70.0,5.0,42.0,0,label_short,label_long,-1.3817491584780373,0.0292363279341147,Verspreide huizen Schipluiden
BU17141309,Sluis                                   ,Buurt     ,BU17141309,135,11.0,2.4,20,60,5.0,15,15,30,50,30,14.0,0.0,0.0,7.0,0,label_short,label_long,-2.287660246698969,0.2240236116126688,Verspreide huizen Schoondijke
BU01141009,Emmen                                   ,Buurt     ,BU01141009,225,11.0,2.6,40,85,5.0,40,20,50,70,40,22.0,4.0,5.0,2.0,0,label_short,label_long,-2.2069572112348306,0.4818650808517621,Verspreide huizen Schoonebeek
BU01094051,Coevorden                               ,Buurt     ,BU01094051,120,12.0,2.2,15,55,5.0,20,5,25,40,30,6.0,0.0,1.0,2.0,8,label_short,label_long,-2.315135872845409,0.0154798073395922,Verspreide huizen Schoonoord
BU06780209,Kapelle                                 ,Buurt     ,BU06780209,50,20.0,2.5,5,25,5.0,10,10,10,15,10,10.0,2.0,0.0,3.0,0,label_short,label_long,-2.4658305897585606,0.3019208549567981,Verspreide huizen Schore
BU17300509,Tynaarlo                                ,Buurt     ,BU17300509,85,16.0,2.3,15,35,5.0,10,15,10,30,20,6.0,3.0,0.0,0.0,8,label_short,label_long,-2.399243195810763,0.1250747783724719,Verspreide huizen Schuilingsoord
BU01602402,Hardenberg                              ,Buurt     ,BU01602402,425,41.0,2.7,65,155,5.0,55,65,80,150,75,18.0,5.0,1.0,3.0,0,label_short,label_long,-1.966749485260292,0.7808635107903594,Verspreide huizen Schuinesloot
BU19500309,Westerwolde                             ,Buurt     ,BU19500309,295,23.0,1.9,20,155,5.0,15,10,30,90,145,10.0,4.0,1.0,0.0,8,label_short,label_long,-2.0357965978131496,-0.2141636416083999,Verspreide huizen Sellingen
BU16761509,Schouwen-Duiveland                      ,Buurt     ,BU16761509,50,14.0,2.1,5,25,5.0,5,5,5,30,10,39.0,8.0,0.0,11.0,8,label_short,label_long,-2.274823613394527,-0.2561021854055271,Verspreide huizen Serooskerke
BU07170309,Veere                                   ,Buurt     ,BU07170309,200,25.0,2.6,30,75,5.0,30,30,25,70,40,32.0,9.0,2.0,5.0,0,label_short,label_long,-2.2234277915426555,0.4522364771761563,Verspreide huizen Serooskerke
BU15071009,Horst aan de Maas                       ,Buurt     ,BU15071009,1945,78.0,2.2,250,860,5.0,230,290,475,610,340,331.0,112.0,21.0,31.0,5,label_short,label_long,1.0781736273430245,0.1921379441399358,Verspreide huizen Sevenum
BU01602502,Hardenberg                              ,Buurt     ,BU01602502,610,53.0,2.9,100,210,5.0,115,70,140,185,105,12.0,0.0,0.0,6.0,0,label_short,label_long,-1.7360266303400116,1.1808235839239,Verspreide huizen Sibculo
BU15090208,Oude IJsselstreek                       ,Buurt     ,BU15090208,525,51.0,2.6,95,195,5.0,70,75,85,190,110,32.0,8.0,3.0,5.0,0,label_short,label_long,-1.7295751112717812,0.7061798691686768,Verspreide huizen Silvolde
BU15090309,Oude IJsselstreek                       ,Buurt     ,BU15090309,790,45.0,2.4,120,335,5.0,90,95,130,290,190,40.0,11.0,1.0,8.0,0,label_short,label_long,-1.2994707717914082,0.653119681455136,Verspreide huizen Sinderen
BU01580290,Haaksbergen                             ,Buurt     ,BU01580290,695,48.0,2.7,115,255,5.0,120,70,155,185,170,48.0,12.0,0.0,12.0,0,label_short,label_long,-1.4682726892091478,0.9108985115684012,Verspreide huizen Sint Isidorushoeve
BU17080808,Steenwijkerland                         ,Buurt     ,BU17080808,165,73.0,3.0,25,55,5.0,20,35,20,65,20,6.0,0.0,1.0,2.0,0,label_short,label_long,-2.4304612517982727,0.9583752127791856,Verspreide huizen Sint Jansklooster
BU17111042,Echt-Susteren                           ,Buurt     ,BU17111042,150,19.0,2.6,25,60,5.0,20,20,35,50,30,64.0,7.0,3.0,22.0,0,label_short,label_long,-2.101791560057602,0.2509867141579191,Verspreide huizen Sint Joost
BU17140409,Sluis                                   ,Buurt     ,BU17140409,90,10.0,2.4,10,35,5.0,10,10,15,30,20,8.0,2.0,1.0,1.0,0,label_short,label_long,-2.414232684967298,0.2149618947217159,Verspreide huizen Sint Kruis
BU07160709,Tholen                                  ,Buurt     ,BU07160709,325,13.0,2.6,50,125,5.0,50,35,70,110,60,30.0,5.0,3.0,7.0,0,label_short,label_long,-2.028968254981579,0.5316091888906507,Verspreide huizen Sint Philipsland
BU08400109,Rucphen                                 ,Buurt     ,BU08400109,355,210.0,2.7,60,135,4.0,40,55,70,120,75,34.0,13.0,2.0,2.0,0,label_short,label_long,-1.9018646703411657,0.443421854763839,Verspreide huizen Sint Willebrord
BU07160509,Tholen                                  ,Buurt     ,BU07160509,190,15.0,3.1,30,60,5.0,40,20,50,55,25,6.0,2.0,0.0,1.0,0,label_short,label_long,-2.437817317606529,1.1175434895803882,Verspreide huizen Sint-Annaland
BU07160309,Tholen                                  ,Buurt     ,BU07160309,410,20.0,2.5,60,165,5.0,45,55,70,150,90,17.0,5.0,2.0,1.0,0,label_short,label_long,-1.9573215345471664,0.5452305618138336,Verspreide huizen Sint-Maartensdijk
BU16760708,Schouwen-Duiveland                      ,Buurt     ,BU16760708,70,19.0,2.8,10,25,5.0,10,15,10,30,10,4.0,0.0,0.0,2.0,0,label_short,label_long,-2.524055078140888,0.6811929947721924,Verspreide huizen Sirjansland
BU01602603,Hardenberg                              ,Buurt     ,BU01602603,150,58.0,2.9,25,55,5.0,30,20,35,40,30,62.0,23.0,5.0,3.0,0,label_short,label_long,-2.3078069029162265,0.6690526242348455,Verspreide huizen Slagharen-Oost
BU01602604,Hardenberg                              ,Buurt     ,BU01602604,420,53.0,2.8,70,150,5.0,65,60,90,130,80,37.0,7.0,1.0,10.0,0,label_short,label_long,-1.905384949385997,0.8276756243795135,Verspreide huizen Slagharen-West
BU01640901,Hengelo (O.)                            ,Buurt     ,BU01640901,60,48.0,2.9,10,25,5.0,15,5,15,15,10,14.0,6.0,0.0,1.0,0,label_short,label_long,-2.557102312689215,0.7702597705866872,Verspreide huizen Slangenbeek
BU01094042,Coevorden                               ,Buurt     ,BU01094042,55,5.0,2.5,10,20,5.0,10,10,10,15,10,6.0,2.0,1.0,0.0,0,label_short,label_long,-2.484478731270782,0.3210240224550241,Verspreide huizen Sleen
BU17140009,Sluis                                   ,Buurt     ,BU17140009,475,22.0,2.4,65,200,5.0,60,50,80,165,120,56.0,13.0,4.0,11.0,0,label_short,label_long,-1.6998064706845946,0.3251679495090049,Verspreide huizen Sluis
BU17310609,Midden-Drenthe                          ,Buurt     ,BU17310609,185,10.0,2.7,30,65,5.0,30,25,30,60,40,17.0,7.0,0.0,1.0,0,label_short,label_long,-2.3317310139137635,0.6361663630398182,Verspreide huizen Smilde
BU17060409,Cranendonck                             ,Buurt     ,BU17060409,95,11.0,2.1,10,45,5.0,10,10,15,30,30,44.0,16.0,1.0,4.0,8,label_short,label_long,-2.2592714530281923,-0.2141940881822391,Verspreide huizen Soerendonk
BU08470701,Someren                                 ,Buurt     ,BU08470701,765,59.0,2.4,135,315,5.0,105,120,180,260,105,56.0,13.0,5.0,10.0,0,label_short,label_long,-1.2396605811888417,0.5367310930193453,Verspreide huizen Someren-Heide
BU08480009,Son en Breugel                          ,Buurt     ,BU08480009,2305,188.0,2.8,465,830,4.0,620,210,845,505,115,223.0,83.0,6.0,22.0,5,label_short,label_long,1.3930357652466057,1.5709572693731395,Verspreide huizen Son
BU02750008,Rheden                                  ,Buurt     ,BU02750008,140,33.0,2.5,25,50,5.0,15,15,25,55,25,14.0,4.0,3.0,0.0,0,label_short,label_long,-2.3469860451553384,0.3429813496468085,Verspreide huizen Spankeren
BU02330501,Ermelo                                  ,Buurt     ,BU02330501,450,179.0,2.6,65,175,5.0,75,55,90,135,90,10.0,3.0,0.0,2.0,0,label_short,label_long,-1.9320992546171356,0.7126159385551415,Verspreide huizen Speuld
BU17310409,Midden-Drenthe                          ,Buurt     ,BU17310409,205,35.0,1.9,25,105,5.0,15,20,30,80,55,16.0,4.0,1.0,3.0,8,label_short,label_long,-2.1042393526304664,-0.3022264505234383,Verspreide huizen Spier
BU08230109,Oirschot                                ,Buurt     ,BU08230109,1675,98.0,2.3,245,720,5.0,200,200,300,620,350,94.0,29.0,5.0,13.0,5,label_short,label_long,0.1113166670365099,1.0021816042122045,Verspreide huizen Spoordonk
BU08400209,Rucphen                                 ,Buurt     ,BU08400209,1235,88.0,2.6,195,465,5.0,175,140,220,430,270,74.0,24.0,2.0,11.0,5,label_short,label_long,-0.6452607570557355,1.1316762656761137,Verspreide huizen Sprundel
BU08450207,Sint-Michielsgestel                     ,Buurt     ,BU08450207,555,115.0,2.8,90,200,5.0,100,55,95,190,115,24.0,11.0,0.0,1.0,0,label_short,label_long,-1.8144334493871623,1.0279753605755777,Verspreide huizen Spurk en 't Woud
BU16550209,Halderberge                             ,Buurt     ,BU16550209,60,18.0,2.6,10,25,5.0,15,5,10,20,10,4.0,2.0,0.0,0.0,0,label_short,label_long,-2.510365992225068,0.4577356716732171,Verspreide huizen Stampersgat
BU17090609,Moerdijk                                ,Buurt     ,BU17090609,125,16.0,2.4,15,55,5.0,25,10,25,45,20,32.0,9.0,1.0,6.0,0,label_short,label_long,-2.284524403821253,0.1708831972367898,Verspreide huizen Standdaarbuiten
BU07160409,Tholen                                  ,Buurt     ,BU07160409,175,17.0,2.7,30,70,5.0,20,30,30,55,40,2.0,1.0,0.0,0.0,0,label_short,label_long,-2.36741724850554,0.6594906621478698,Verspreide huizen Stavenisse
BU02330505,Ermelo                                  ,Buurt     ,BU02330505,25,8.0,1.8,0,10,5.0,5,0,5,0,15,6.0,3.0,0.0,0.0,8,label_short,label_long,-2.3793219477866163,-0.4994086482586179,Verspreide huizen Staverden
BU19000409,Súdwest-Fryslân                         ,Buurt     ,BU19000409,75,25.0,2.4,10,30,5.0,10,10,15,35,15,12.0,4.0,1.0,1.0,0,label_short,label_long,-2.413310641359745,0.2029854643534379,Verspreide huizen Stavoren
BU18760310,Bronckhorst                             ,Buurt     ,BU18760310,275,22.0,2.4,35,110,5.0,35,30,50,95,60,21.0,7.0,0.0,3.0,0,label_short,label_long,-2.128912712058588,0.3267924357351383,Verspreide huizen Steenderen
BU07700209,Eersel                                  ,Buurt     ,BU07700209,150,29.0,2.3,20,65,5.0,20,10,40,40,45,16.0,4.0,2.0,2.0,8,label_short,label_long,-2.271880979069387,0.1148623181487261,Verspreide huizen Steensel
BU01091117,Coevorden                               ,Buurt     ,BU01091117,320,37.0,2.6,50,120,5.0,40,40,60,110,70,36.0,10.0,4.0,4.0,0,label_short,label_long,-2.042846560734098,0.5144350799815449,Verspreide huizen Steenwijksmoer
BU01580690,Haaksbergen                             ,Buurt     ,BU01580690,165,42.0,2.9,30,60,5.0,25,30,25,55,35,6.0,3.0,0.0,0.0,0,label_short,label_long,-2.415120868671392,0.8787009411125026,Verspreide huizen Stepelo (gedeeltelijk)
BU01092031,Coevorden                               ,Buurt     ,BU01092031,75,15.0,2.5,10,30,5.0,10,10,15,20,15,2.0,0.0,1.0,0.0,0,label_short,label_long,-2.470312427051626,0.3377601847079016,Verspreide huizen Stieltjeskanaal
BU17350207,Hof van Twente                          ,Buurt     ,BU17350207,770,47.0,2.2,115,350,5.0,80,110,170,260,150,28.0,6.0,2.0,6.0,8,label_short,label_long,-1.303332370500706,0.3997873063835058,Verspreide huizen Stokkum
BU19550010,Montferland                             ,Buurt     ,BU19550010,480,150.0,2.5,75,190,5.0,70,45,80,180,100,8.0,0.0,0.0,4.0,0,label_short,label_long,-1.85641319672388,0.6320013817079875,Verspreide huizen Stokkum
BU00590107,Achtkarspelen                           ,Buurt     ,BU00590107,65,26.0,3.0,10,20,5.0,15,10,10,20,5,2.0,0.0,0.0,1.0,0,label_short,label_long,-2.596614727941424,0.9147074230557076,Verspreide huizen Stroobos
BU01185901,Hoogeveen                               ,Buurt     ,BU01185901,335,46.0,2.3,50,140,5.0,40,55,60,115,65,14.0,5.0,1.0,1.0,8,label_short,label_long,-2.0154022894650105,0.2707012956125166,Verspreide huizen Stuifzand
BU07370609,Tytsjerksteradiel                       ,Buurt     ,BU07370609,450,47.0,2.7,70,170,5.0,70,55,80,155,90,18.0,4.0,2.0,3.0,0,label_short,label_long,-1.9232216600959704,0.8030105475763685,Verspreide huizen Sumar
BU00590206,Achtkarspelen                           ,Buurt     ,BU00590206,415,94.0,2.6,70,160,5.0,65,60,75,145,75,18.0,4.0,2.0,3.0,0,label_short,label_long,-1.931148223230086,0.662630834868063,Verspreide huizen Surhuisterveen
BU00590208,Achtkarspelen                           ,Buurt     ,BU00590208,380,27.0,2.5,60,150,5.0,50,60,55,140,75,14.0,2.0,1.0,4.0,0,label_short,label_long,-1.9724537681637384,0.533481273560703,Verspreide huizen Surhuizum
BU17110160,Echt-Susteren                           ,Buurt     ,BU17110160,80,15.0,2.2,10,40,5.0,15,5,25,20,20,54.0,11.0,2.0,14.0,8,label_short,label_long,-2.1956410652227287,-0.1920727325257694,Verspreide huizen Susteren
BU07370409,Tytsjerksteradiel                       ,Buurt     ,BU07370409,90,9.0,3.0,20,25,5.0,15,15,20,25,10,2.0,1.0,0.0,0.0,0,label_short,label_long,-2.5647259134762987,0.9411722891239536,Verspreide huizen Suwâld
