WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_34,GemiddeldeHuishoudensgrootte_33,HuishoudensMetKinderen_32,HuishoudensTotaal_29,MateVanStedelijkheid_122,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeregistreerdeMisdrijven_1,crime_property,crime_violence,crime_vandalism,cluster_id,cluster_label_short,cluster_label_long,pca_x,pca_y,buurt_naam
BU01630408,Hellendoorn                             ,Buurt     ,BU01630408,815,2754.0,2.5,135,325,4.0,135,90,210,200,180,34.0,9.0,1.0,7.0,5,label_short,label_long,-1.0472193744128666,0.3709050032976209,'n Oaln Diek
BU07660216,Dongen                                  ,Buurt     ,BU07660216,2210,985.0,2.2,320,995,5.0,270,215,435,745,545,61.0,15.0,4.0,11.0,5,label_short,label_long,0.8620460333254086,1.3297353912169585,'s Gravenmoer
BU16960000,Wijdemeren                              ,Buurt     ,BU16960000,1400,268.0,2.0,195,710,4.0,155,130,275,480,360,100.0,34.0,7.0,9.0,5,label_short,label_long,-0.0747152983396251,0.1810064382200375,'s-Graveland
BU19630650,Hoeksche Waard                          ,Buurt     ,BU19630650,60,69.0,2.9,10,20,4.0,10,10,10,20,15,13.0,4.0,1.0,1.0,0,label_short,label_long,-2.4257788251648145,0.5280102191493752,'s-Gravendeel Bedrijventerr. Mijlpolder
BU19630699,Hoeksche Waard                          ,Buurt     ,BU19630699,1030,64.0,2.3,135,380,5.0,175,135,245,305,175,57.0,16.0,6.0,6.0,5,label_short,label_long,-0.9280054334685864,0.6011680383943137,'s-Gravendeel Buitengebied
BU19630600,Hoeksche Waard                          ,Buurt     ,BU19630600,8100,4760.0,2.2,1195,3605,3.0,1225,870,1895,2070,2040,281.0,59.0,26.0,52.0,9,label_short,label_long,10.51777214197381,4.098651846284064,'s-Gravendeel Woonkern
BU05991444,Rotterdam                               ,Buurt     ,BU05991444,8290,3988.0,2.2,1350,3760,2.0,1215,1105,1780,2610,1585,856.0,271.0,72.0,81.0,6,label_short,label_long,12.473452415873032,2.257037930304374,'s-Gravenland
BU05020622,Capelle aan den IJssel                  ,Buurt     ,BU05020622,185,1003.0,2.7,30,70,2.0,25,25,20,60,60,4.0,2.0,0.0,0.0,0,label_short,label_long,-1.9332493990290809,-0.1034451422082421,'s-Gravenpark
BU05020621,Capelle aan den IJssel                  ,Buurt     ,BU05020621,195,493.0,2.6,30,75,2.0,30,25,30,85,25,18.0,6.0,0.0,3.0,0,label_short,label_long,-1.884245640719584,-0.2262527362109589,'s-Gravenweg/Alexanderlaan
BU06640550,Goes                                    ,Buurt     ,BU06640550,1220,2166.0,2.2,185,530,5.0,190,120,240,365,305,35.0,6.0,0.0,11.0,5,label_short,label_long,-0.5284243302650974,0.6245209210268301,'s-Heer-Arendskerke
BU06640770,Goes                                    ,Buurt     ,BU06640770,1150,949.0,2.4,180,480,5.0,175,130,220,355,270,82.0,22.0,4.0,14.0,5,label_short,label_long,-0.6126067451588317,0.7254932986907665,'s-Heer-Hendrikskinderen
BU19550000,Montferland                             ,Buurt     ,BU19550000,5035,3106.0,2.0,700,2425,3.0,665,495,1070,1370,1440,257.0,70.0,19.0,38.0,1,label_short,label_long,5.901374575386713,1.857500725688181,'s-Heerenberg
BU19550001,Montferland                             ,Buurt     ,BU19550001,3715,2088.0,2.2,600,1675,4.0,560,420,885,1110,745,179.0,47.0,14.0,27.0,1,label_short,label_long,3.650616551710885,1.7357051285728735,"'s-Heerenberg, oostelijke uitbreiding"
BU17210101,Bernheze                                ,Buurt     ,BU17210101,675,2496.0,1.7,60,400,3.0,40,60,130,125,310,162.0,38.0,39.0,4.0,11,label_short,label_long,-0.5941041623716602,-1.6113888178949276,'t Dorp
BU02021815,Arnhem                                  ,Buurt     ,BU02021815,1665,4606.0,2.1,270,780,3.0,295,200,385,435,355,134.0,38.0,15.0,14.0,3,label_short,label_long,0.8251604186285498,-0.1874382400009575,'t Duifje
BU05370802,Katwijk                                 ,Buurt     ,BU05370802,2515,5297.0,3.0,505,840,3.0,745,240,735,595,200,82.0,25.0,7.0,9.0,3,label_short,label_long,1.753413876819506,1.854851016238914,'t Duyfrak
BU08480101,Son en Breugel                          ,Buurt     ,BU08480101,3460,4212.0,2.3,595,1470,4.0,640,370,955,875,630,108.0,28.0,6.0,19.0,1,label_short,label_long,3.173662412495363,1.8224495569831245,'t Eigen en Hoogstraat
BU03213071,Houten                                  ,Buurt     ,BU03213071,120,1258.0,2.2,15,50,5.0,10,20,10,50,25,4.0,1.0,1.0,0.0,8,label_short,label_long,-2.275487633770394,-0.0656754649068911,'t Goyse Dorp
BU01094044,Coevorden                               ,Buurt     ,BU01094044,210,384.0,2.3,25,90,5.0,20,10,30,65,85,2.0,0.0,0.0,1.0,8,label_short,label_long,-2.221888718281529,0.1949418326009289,'t Haantje
BU02223112,Doetinchem                              ,Buurt     ,BU02223112,2385,2991.0,2.2,360,1085,4.0,270,310,385,715,710,54.0,17.0,4.0,6.0,5,label_short,label_long,1.358113228681432,1.1434434855382414,'t Hagelkruis
BU03420102,Soest                                   ,Buurt     ,BU03420102,4230,2988.0,2.4,705,1785,2.0,765,475,965,1230,790,176.0,40.0,22.0,25.0,1,label_short,label_long,4.684666044417487,1.845113036969889,'t Hart
BU05370202,Katwijk                                 ,Buurt     ,BU05370202,10,17.0,1.7,0,5,3.0,0,5,0,5,5,76.0,21.0,8.0,9.0,8,label_short,label_long,-1.9009885359019345,-1.3805062821500855,'t Heen-Noord
BU01630503,Hellendoorn                             ,Buurt     ,BU01630503,485,37.0,2.3,85,220,5.0,65,80,100,155,95,44.0,8.0,3.0,11.0,8,label_short,label_long,-1.633864535551638,0.2639103410870994,'t Hexel
BU07723350,Eindhoven                               ,Buurt     ,BU07723350,3790,2528.0,1.8,510,2075,3.0,480,675,955,925,755,322.0,86.0,35.0,37.0,1,label_short,label_long,4.526906735427257,0.2344080813286306,'t Hofke
BU04020502,Hilversum                               ,Buurt     ,BU04020502,1545,1119.0,2.3,235,670,2.0,215,175,205,525,430,67.0,19.0,3.0,11.0,5,label_short,label_long,0.3176986624427996,0.2876574377531323,'t Hoogt van 't Kruis
BU07725140,Eindhoven                               ,Buurt     ,BU07725140,2295,6782.0,2.2,380,1065,1.0,445,305,665,515,370,220.0,75.0,13.0,21.0,3,label_short,label_long,2.2582477429517627,-0.4601919352334335,'t Hool
BU03450441,Veenendaal                              ,Buurt     ,BU03450441,3120,5271.0,2.2,475,1435,1.0,535,375,970,755,480,168.0,43.0,20.0,20.0,1,label_short,label_long,3.252505711172301,0.2182907804154157,'t Hoorntje
BU07941300,Helmond                                 ,Buurt     ,BU07941300,3680,4591.0,2.2,590,1650,2.0,545,390,895,980,880,286.0,82.0,21.0,38.0,1,label_short,label_long,4.230047191449958,0.6870502602513467,'t Hout-Centrum
BU05370801,Katwijk                                 ,Buurt     ,BU05370801,1835,8351.0,2.6,335,695,3.0,385,220,455,485,290,40.0,5.0,3.0,12.0,3,label_short,label_long,0.8981728888383692,0.6421097275947372,'t Joght
BU17350603,Hof van Twente                          ,Buurt     ,BU17350603,610,1321.0,1.8,50,270,4.0,30,45,45,125,365,24.0,7.0,1.0,4.0,8,label_short,label_long,-1.3487626037244913,-0.474162902836653,'t Kip
BU19160302,Leidschendam-Voorburg                   ,Buurt     ,BU19160302,1565,6198.0,2.1,210,750,2.0,235,110,300,390,530,51.0,13.0,5.0,7.0,3,label_short,label_long,0.5490128545001078,-0.2956337531720275,'t Lien noord
BU19160300,Leidschendam-Voorburg                   ,Buurt     ,BU19160300,2855,7774.0,2.2,455,1265,1.0,500,285,635,775,675,136.0,21.0,6.0,40.0,3,label_short,label_long,3.039658487959672,0.1531340842145676,'t Lien zuid
BU01630407,Hellendoorn                             ,Buurt     ,BU01630407,55,35.0,2.2,10,25,5.0,10,5,15,15,10,72.0,18.0,6.0,11.0,8,label_short,label_long,-2.2062904726897585,-0.2756439960317167,'t Lochter
BU18590417,Berkelland                              ,Buurt     ,BU18590417,675,2429.0,2.1,80,320,4.0,65,50,100,210,245,22.0,9.0,0.0,2.0,8,label_short,label_long,-1.273570457722673,-0.1222899948143544,'t Loo
BU02690004,Oldebroek                               ,Buurt     ,BU02690004,640,2664.0,2.6,110,245,5.0,115,90,120,190,125,10.0,3.0,1.0,1.0,0,label_short,label_long,-1.5139748187804982,0.69915407058207,'t Loo
BU01890006,Wierden                                 ,Buurt     ,BU01890006,405,1404.0,2.9,70,140,4.0,45,75,60,145,75,20.0,4.0,2.0,4.0,0,label_short,label_long,-1.8282438306821125,0.6480694766340471,'t Loo
BU08610005,Veldhoven                               ,Buurt     ,BU08610005,2675,3299.0,2.2,420,1195,2.0,415,290,635,710,625,114.0,28.0,9.0,19.0,3,label_short,label_long,2.2424749343941457,0.6159595049068094,'t Look
BU09173302,Heerlen                                 ,Buurt     ,BU09173302,755,5390.0,1.5,45,520,1.0,30,65,155,155,350,220.0,56.0,36.0,16.0,11,label_short,label_long,0.1019683225939762,-2.6357452390418,'t Loon
BU17741020,Dinkelland                              ,Buurt     ,BU17741020,985,3953.0,3.1,200,315,4.0,265,125,310,235,40,18.0,4.0,0.0,5.0,0,label_short,label_long,-0.8957463656108885,1.2044696791148382,'t Pierik
BU03610601,Alkmaar                                 ,Buurt     ,BU03610601,2990,5840.0,2.1,505,1440,2.0,470,330,790,840,560,80.0,13.0,16.0,10.0,3,label_short,label_long,2.839821970480428,0.6107823088700106,'t Rak-Noord
BU03610600,Alkmaar                                 ,Buurt     ,BU03610600,3675,6020.0,2.2,625,1695,2.0,590,385,980,1010,710,183.0,41.0,16.0,34.0,1,label_short,label_long,4.136401355109809,0.8970147076809054,'t Rak-Zuid
BU19030203,Eijsden-Margraten                       ,Buurt     ,BU19030203,40,44.0,2.4,5,15,5.0,0,5,5,15,10,2.0,0.0,1.0,0.0,0,label_short,label_long,-2.497395585103086,0.1938195721754009,'t Rooth
BU01640204,Hengelo (O.)                            ,Buurt     ,BU01640204,315,419.0,2.8,60,110,2.0,85,35,95,65,35,10.0,4.0,0.0,1.0,0,label_short,label_long,-1.7742268106434091,0.1394013186223499,'t Rot
BU03270500,Leusden                                 ,Buurt     ,BU03270500,1835,5670.0,2.0,250,930,2.0,240,175,495,530,395,64.0,14.0,3.0,14.0,3,label_short,label_long,1.0003651950918886,-0.2990254426410373,'t Ruige Veld
BU05370302,Katwijk                                 ,Buurt     ,BU05370302,750,2936.0,2.0,50,205,2.0,85,90,205,175,190,50.0,23.0,0.0,2.0,11,label_short,label_long,-0.9343200197114389,-0.8545016504065384,'t Sandt
BU17741614,Dinkelland                              ,Buurt     ,BU17741614,150,788.0,2.6,25,55,5.0,40,10,55,25,15,2.0,1.0,0.0,0.0,0,label_short,label_long,-2.3555335795866257,0.4689144850980496,'t Spikkert
BU08520005,Waterland                               ,Buurt     ,BU08520005,245,4438.0,1.7,25,150,3.0,20,15,60,60,100,34.0,9.0,6.0,2.0,11,label_short,label_long,-1.4876724737318572,-1.3800062963392723,'t Spil
BU17741613,Dinkelland                              ,Buurt     ,BU17741613,55,360.0,2.5,5,20,5.0,15,0,10,15,10,4.0,0.0,0.0,2.0,0,label_short,label_long,-2.47486771241836,0.2992695098237411,'t Stift
BU19111701,Hollands Kroon                          ,Buurt     ,BU19111701,1825,3645.0,2.5,285,730,5.0,305,215,375,485,450,45.0,8.0,7.0,7.0,5,label_short,label_long,0.3780224350224712,1.253845655913386,'t Veld (woonkern)
BU19111702,Hollands Kroon                          ,Buurt     ,BU19111702,135,652.0,2.3,25,60,5.0,25,5,65,20,20,5.0,1.0,0.0,1.0,8,label_short,label_long,-2.298639573095388,0.1081662199565965,'t Veld Noord
BU07850709,Goirle                                  ,Buurt     ,BU07850709,875,3394.0,2.5,145,345,2.0,135,125,140,280,195,17.0,6.0,1.0,1.0,11,label_short,label_long,-0.7390590619659985,-0.004789409942504,'t Ven
BU19480401,Meierijstad                             ,Buurt     ,BU19480401,2055,4695.0,2.6,380,785,4.0,405,275,555,635,190,33.0,9.0,4.0,3.0,5,label_short,label_long,0.855793344154825,1.3278044475444308,'t Ven Oost
BU19480402,Meierijstad                             ,Buurt     ,BU19480402,2225,4107.0,2.5,395,880,3.0,340,340,505,695,345,71.0,15.0,4.0,16.0,3,label_short,label_long,1.374613631738697,0.9721649279900229,'t Ven West
BU17210103,Bernheze                                ,Buurt     ,BU17210103,355,4531.0,2.1,55,170,3.0,50,35,70,85,120,16.0,5.0,0.0,3.0,8,label_short,label_long,-1.462249178789571,-0.7234078275212202,'t Vijfeiken
BU03270501,Leusden                                 ,Buurt     ,BU03270501,1705,6530.0,2.2,275,775,3.0,245,205,355,600,295,36.0,11.0,0.0,7.0,3,label_short,label_long,0.6217975519674298,0.2175870047940572,'t Vliet
BU03214080,Houten                                  ,Buurt     ,BU03214080,535,517.0,2.3,80,230,5.0,60,75,130,175,95,14.0,4.0,0.0,3.0,8,label_short,label_long,-1.704276145864617,0.3736340555553947,'t Waal
BU18950801,Oldambt                                 ,Buurt     ,BU18950801,120,261.0,2.0,15,60,5.0,10,10,20,50,35,0.0,0.0,0.0,0.0,8,label_short,label_long,-2.281656424814989,-0.1994960708232161,'t Waar
BU06270406,Waddinxveen                             ,Buurt     ,BU06270406,25,55.0,2.3,5,10,5.0,5,0,5,5,5,6.0,1.0,1.0,1.0,8,label_short,label_long,-2.477767600676662,0.0586595334094367,'t Weegje
BU01530105,Enschede                                ,Buurt     ,BU01530105,25,70.0,2.3,5,10,3.0,0,0,0,5,5,6.0,2.0,1.0,0.0,8,label_short,label_long,-2.2468379482691057,-0.413933698143035,'t Weldink
BU01470002,Borne                                   ,Buurt     ,BU01470002,930,3316.0,2.2,150,425,2.0,125,105,210,250,240,38.0,11.0,3.0,5.0,11,label_short,label_long,-0.5236102215918415,-0.4189446172407804,'t Wensink Noord
BU01470003,Borne                                   ,Buurt     ,BU01470003,2025,3644.0,2.3,335,870,3.0,350,210,505,545,415,94.0,22.0,7.0,18.0,3,label_short,label_long,1.1352035441265873,0.5374329070497583,'t Wensink Zuid
BU01640102,Hengelo (O.)                            ,Buurt     ,BU01640102,2910,4944.0,2.1,485,1415,2.0,410,345,730,855,575,161.0,36.0,16.0,28.0,1,label_short,label_long,2.9403855642479884,0.3277466550753966,'t Wilbert
BU08282103,Oss                                     ,Buurt     ,BU08282103,115,160.0,2.3,15,50,5.0,10,15,20,45,25,8.0,2.0,1.0,1.0,8,label_short,label_long,-2.3413060633977274,0.110364407238681,'t Wild
BU18420007,Midden-Delfland                         ,Buurt     ,BU18420007,30,167.0,1.7,5,20,5.0,0,5,0,10,15,0.0,0.0,0.0,0.0,8,label_short,label_long,-2.340761700957233,-0.6044959316488487,'t Woudt
BU15860101,Oost Gelre                              ,Buurt     ,BU15860101,785,2831.0,2.5,120,300,4.0,135,80,160,205,205,20.0,6.0,1.0,2.0,5,label_short,label_long,-1.162734683027428,0.4158117605001027,'t Zand
BU08480003,Son en Breugel                          ,Buurt     ,BU08480003,1115,1786.0,2.5,195,450,4.0,150,160,150,440,215,19.0,5.0,0.0,4.0,5,label_short,label_long,-0.6826716340338947,0.7775348823706187,'t Zand
BU17230105,Alphen-Chaam                            ,Buurt     ,BU17230105,165,234.0,2.1,15,80,5.0,5,15,10,65,70,16.0,5.0,1.0,2.0,8,label_short,label_long,-2.2099626226534714,-0.1107566722535342,'t Zand
BU09831403,Venlo                                   ,Buurt     ,BU09831403,2830,4945.0,2.1,445,1355,3.0,435,330,725,800,525,215.0,60.0,15.0,31.0,1,label_short,label_long,2.7406315744303376,0.3518123715453476,'t Zand
BU07530010,Best                                    ,Buurt     ,BU07530010,120,119.0,1.4,10,85,3.0,5,15,50,35,15,0.0,0.0,0.0,0.0,8,label_short,label_long,-1.9040924337459053,-1.3742441798630054,'t Zand
BU06872028,Middelburg (Z.)                         ,Buurt     ,BU06872028,1590,4771.0,2.1,250,760,2.0,295,150,435,375,335,62.0,18.0,1.0,12.0,3,label_short,label_long,0.6103784417822051,-0.1934452698142962,'t Zand
BU19791986,Eemsdelta                               ,Buurt     ,BU19791986,565,1433.0,2.1,80,270,5.0,85,40,135,185,120,23.0,2.0,5.0,3.0,8,label_short,label_long,-1.5394883267376738,0.0556583184571595,'t Zandt
BU01530207,Enschede                                ,Buurt     ,BU01530207,2000,3025.0,2.4,300,785,2.0,285,220,345,655,485,107.0,33.0,11.0,9.0,3,label_short,label_long,1.0675885701083498,0.4114676130398197,'t Zwering
BU16817901,Borger-Odoorn                           ,Buurt     ,BU16817901,365,266.0,2.5,50,145,5.0,55,45,65,135,70,12.0,2.0,0.0,4.0,0,label_short,label_long,-2.002909519747035,0.5163742854180369,1e Exloërmond
BU03440223,Utrecht                                 ,Buurt     ,BU03440223,3970,10663.0,1.6,335,2480,1.0,365,695,1980,595,325,415.0,138.0,29.0,40.0,7,label_short,label_long,5.301276408765336,-1.8317573400118012,2e Daalsebuurt en omgeving
BU16818001,Borger-Odoorn                           ,Buurt     ,BU16818001,480,509.0,2.4,70,195,5.0,60,55,95,170,105,28.0,3.0,2.0,9.0,0,label_short,label_long,-1.7316286179274536,0.3864292311008231,2e Exloërmond Oost
BU16818002,Borger-Odoorn                           ,Buurt     ,BU16818002,690,993.0,2.3,105,290,5.0,120,70,165,195,145,25.0,7.0,3.0,2.0,8,label_short,label_long,-1.430206712529942,0.4366332209853126,2e Exloërmond West
BU05050608,Dordrecht                               ,Buurt     ,BU05050608,140,114.0,1.3,5,15,4.0,0,15,80,35,15,117.0,27.0,13.0,18.0,8,label_short,label_long,-1.63423381099239,-1.7497767144830665,2e Merwedehaven en omgeving
BU16818109,Borger-Odoorn                           ,Buurt     ,BU16818109,100,19.0,2.2,10,45,5.0,10,10,10,40,35,2.0,1.0,0.0,0.0,8,label_short,label_long,-2.367232952925232,0.0285598189392822,2e Valthermond
BU05530404,Lisse                                   ,Buurt     ,BU05530404,265,3902.0,2.2,40,120,4.0,25,30,60,70,80,20.0,2.0,0.0,8.0,8,label_short,label_long,-1.736117524404711,-0.4460912659314978,3e Poellaan
BU07960608,'s-Hertogenbosch                        ,Buurt     ,BU07960608,65,102.0,2.4,10,30,4.0,5,10,10,30,10,28.0,10.0,2.0,2.0,8,label_short,label_long,-2.2682897035251024,-0.1013966538725869,A2 zone Rosmalen noord
BU07960507,'s-Hertogenbosch                        ,Buurt     ,BU07960507,170,210.0,2.5,25,70,4.0,25,25,25,45,45,32.0,9.0,3.0,4.0,0,label_short,label_long,-2.110618211162409,0.0573396423389058,A2 zone Rosmalen zuid
BU00901201,Smallingerland                          ,Buurt     ,BU00901201,415,206.0,2.7,5,15,5.0,50,120,190,55,5,110.0,27.0,13.0,13.0,0,label_short,label_long,-1.802098904957245,0.2430470296710319,A7 Noord
BU0363TA06,Amsterdam                               ,Buurt     ,BU0363TA06,35,45.0,1.0,0,35,2.0,0,0,15,15,0,295.0,105.0,16.0,24.0,11,label_short,label_long,-1.1182787195348116,-3.055703674925028,AMC
BU01933110,Zwolle                                  ,Buurt     ,BU01933110,3955,5157.0,1.8,510,2025,2.0,570,355,935,920,1175,404.0,103.0,53.0,44.0,1,label_short,label_long,5.080808179246909,-0.3326798826012856,Aa-landen-Midden
BU01933120,Zwolle                                  ,Buurt     ,BU01933120,3850,4400.0,2.3,605,1660,2.0,685,465,740,955,1000,174.0,32.0,26.0,28.0,1,label_short,label_long,4.282330512324067,1.293098720131847,Aa-landen-Noord
BU01933130,Zwolle                                  ,Buurt     ,BU01933130,3335,5940.0,2.3,490,1450,3.0,565,325,665,860,915,98.0,26.0,7.0,14.0,1,label_short,label_long,3.051353233945797,1.4219496296644218,Aa-landen-Oost
BU01933100,Zwolle                                  ,Buurt     ,BU01933100,2215,4092.0,2.0,310,1110,1.0,315,245,580,580,500,157.0,39.0,3.0,36.0,3,label_short,label_long,1.9373094994928608,-0.4440700556443844,Aa-landen-Zuid
BU01411206,Almelo                                  ,Buurt     ,BU01411206,245,601.0,1.6,5,95,4.0,25,20,15,65,125,55.0,21.0,3.0,2.0,8,label_short,label_long,-1.801740520654712,-0.9994740848297764,Aaboer
BU01412001,Almelo                                  ,Buurt     ,BU01412001,1135,1522.0,2.5,190,440,5.0,185,155,215,360,220,61.0,16.0,2.0,12.0,5,label_short,label_long,-0.6693943814536758,0.8720516381476252,Aadorp Oost
BU01412000,Almelo                                  ,Buurt     ,BU01412000,395,525.0,2.5,70,160,5.0,50,55,60,140,90,19.0,7.0,0.0,2.0,0,label_short,label_long,-1.9368106907448692,0.5291833471799088,Aadorp West
BU03730702,Bergen (NH.)                            ,Buurt     ,BU03730702,555,58.0,2.1,60,190,5.0,30,65,90,235,130,31.0,9.0,4.0,2.0,8,label_short,label_long,-1.676354009789042,0.0972589540027846,Aagtdorp
BU07170600,Veere                                   ,Buurt     ,BU07170600,1170,1996.0,2.7,180,440,5.0,245,150,245,265,265,28.0,8.0,0.0,6.0,5,label_short,label_long,-0.7570765428780322,1.217891958147867,Aagtekerke
BU19540301,Beekdaelen                              ,Buurt     ,BU19540301,265,172.0,2.4,40,110,5.0,30,30,50,95,65,16.0,3.0,0.0,5.0,0,label_short,label_long,-2.1091896812768023,0.3178811224876309,Aalbeek
BU19591401,Altena                                  ,Buurt     ,BU19591401,2300,3124.0,2.5,360,910,4.0,430,285,565,590,420,93.0,18.0,15.0,13.0,5,label_short,label_long,1.3172792059818306,1.1662834898952394,Aalburg
BU01095059,Coevorden                               ,Buurt     ,BU01095059,1575,1460.0,2.1,210,755,5.0,190,175,280,420,525,49.0,9.0,10.0,5.0,5,label_short,label_long,0.0129695662640921,0.6901420611853911,Aalden
BU01411403,Almelo                                  ,Buurt     ,BU01411403,940,2974.0,1.8,110,510,3.0,110,65,250,185,330,138.0,44.0,7.0,17.0,11,label_short,label_long,-0.341235958227215,-0.9825368557930676,Aalderinkshoek Noordoost
BU01411405,Almelo                                  ,Buurt     ,BU01411405,1850,7851.0,2.4,335,765,3.0,340,305,435,520,250,127.0,33.0,12.0,17.0,3,label_short,label_long,1.2084615748152885,0.1105055782722032,Aalderinkshoek Noordwest
BU01411404,Almelo                                  ,Buurt     ,BU01411404,570,3450.0,2.3,75,250,2.0,75,50,95,130,215,54.0,16.0,3.0,6.0,11,label_short,label_long,-1.068281693634554,-0.6205491779853632,Aalderinkshoek Zuidoost
BU01411406,Almelo                                  ,Buurt     ,BU01411406,1055,6308.0,1.8,120,600,3.0,140,75,240,205,390,16.0,3.0,2.0,3.0,11,label_short,label_long,-0.3192406944023849,-0.7263698347479656,Aalderinkshoek Zuidwest
BU09070108,Gennep                                  ,Buurt     ,BU09070108,305,45.0,2.5,50,120,5.0,35,40,60,95,65,24.0,5.0,1.0,6.0,0,label_short,label_long,-2.0630924696715414,0.4313190100965054,Aaldonk-Violenberg
BU02960113,Wijchen                                 ,Buurt     ,BU02960113,1225,4128.0,2.4,180,515,2.0,195,110,215,300,405,30.0,8.0,1.0,6.0,11,label_short,label_long,-0.152994637401502,0.0450805444076101,Aalsburg
BU03940676,Haarlemmermeer                          ,Buurt     ,BU03940676,510,865.0,2.2,80,235,4.0,45,75,110,170,110,32.0,7.0,5.0,3.0,8,label_short,label_long,-1.5120909536884168,-0.1040131375987288,Aalsmeerderbrug
BU0363KA05,Amsterdam                               ,Buurt     ,BU0363KA05,2175,19214.0,1.6,230,1325,1.0,210,220,1010,505,230,345.0,109.0,40.0,22.0,7,label_short,label_long,2.9649262819471778,-3.085670594576028,Aalsmeerwegbuurt-Oost
BU0363KA04,Amsterdam                               ,Buurt     ,BU0363KA04,2540,25965.0,1.7,250,1520,1.0,260,255,1330,495,200,264.0,102.0,14.0,15.0,7,label_short,label_long,3.391901977653748,-2.837939377060849,Aalsmeerwegbuurt-West
BU08660001,Waalre                                  ,Buurt     ,BU08660001,3810,1972.0,2.0,540,1855,3.0,535,390,820,1030,1035,311.0,100.0,29.0,25.0,1,label_short,label_long,4.167091871488148,0.8659843723639699,Aalst
BU02970102,Zaltbommel                              ,Buurt     ,BU02970102,1545,1615.0,2.4,255,635,5.0,245,205,350,425,320,50.0,18.0,3.0,4.0,5,label_short,label_long,-0.1152454306084683,1.0922220016963238,Aalst
BU19700104,Noardeast-Fryslân                       ,Buurt     ,BU19700104,115,26.0,2.4,15,45,5.0,15,10,20,25,35,2.0,1.0,0.0,0.0,0,label_short,label_long,-2.4031872901587783,0.2621503810895533,Aalsum
BU01970305,Aalten                                  ,Buurt     ,BU01970305,995,2371.0,2.9,195,345,5.0,245,130,245,280,95,16.0,3.0,0.0,5.0,0,label_short,label_long,-1.0220778288560868,1.356460417663056,Aalten Kern 't Kobus
BU01970307,Aalten                                  ,Buurt     ,BU01970307,2340,3375.0,1.8,265,1175,3.0,260,205,490,580,805,150.0,36.0,20.0,18.0,3,label_short,label_long,1.7293782691000736,-0.1638574826787324,Aalten-kern Centrum
BU01970304,Aalten                                  ,Buurt     ,BU01970304,2765,3113.0,2.2,390,1205,4.0,405,280,580,735,760,75.0,8.0,6.0,23.0,3,label_short,label_long,1.9998283506423784,1.2488732038799637,Aalten-kern Noord/Noordoost
BU01970306,Aalten                                  ,Buurt     ,BU01970306,1015,3205.0,2.4,160,430,3.0,170,120,250,255,225,16.0,3.0,2.0,3.0,5,label_short,label_long,-0.6321093277099176,0.1892550032755401,Aalten-kern Oost
BU01970301,Aalten                                  ,Buurt     ,BU01970301,2015,3764.0,2.2,290,905,4.0,280,225,420,510,575,39.0,6.0,3.0,10.0,5,label_short,label_long,0.8206728026020187,0.8040496409962216,Aalten-kern West
BU01970302,Aalten                                  ,Buurt     ,BU01970302,2370,1469.0,2.3,385,1025,4.0,385,285,575,650,475,55.0,11.0,3.0,13.0,5,label_short,label_long,1.296485468979657,1.3269841599375212,Aalten-kern Zuid 1
BU01970303,Aalten                                  ,Buurt     ,BU01970303,1490,2296.0,2.5,250,585,4.0,205,200,315,530,240,16.0,2.0,1.0,5.0,5,label_short,label_long,-0.1357847494469893,0.9717226801565148,Aalten-kern Zuid 2
BU02740302,Renkum                                  ,Buurt     ,BU02740302,630,2346.0,1.7,50,335,4.0,35,30,55,140,375,10.0,1.0,0.0,4.0,8,label_short,label_long,-1.2607753370388204,-0.5973001927749493,Aan de Beek
BU17240408,Bergeijk                                ,Buurt     ,BU17240408,315,5448.0,2.1,50,145,5.0,50,40,85,70,65,4.0,1.0,0.0,1.0,8,label_short,label_long,-1.7633810224531252,-0.3290206700114279,Aan de Heerstraat e.o.
BU09835104,Venlo                                   ,Buurt     ,BU09835104,125,233.0,2.5,20,50,5.0,25,10,35,30,20,6.0,2.0,1.0,0.0,0,label_short,label_long,-2.3820195403029616,0.3547949179552265,Aan de Stuw
BU17111146,Echt-Susteren                           ,Buurt     ,BU17111146,35,244.0,2.2,5,15,5.0,5,5,5,10,10,2.0,1.0,0.0,0.0,8,label_short,label_long,-2.4468496342461554,-0.0375970108291235,Aan het Echterbosch
BU05691030,Nieuwkoop                               ,Buurt     ,BU05691030,680,2098.0,2.3,105,295,4.0,120,80,185,185,115,36.0,7.0,2.0,9.0,8,label_short,label_long,-1.1946421278217785,0.0535323759342396,Aardam Oost
BU05691029,Nieuwkoop                               ,Buurt     ,BU05691029,3850,5607.0,2.3,605,1655,4.0,645,390,970,970,875,146.0,33.0,16.0,21.0,1,label_short,label_long,3.847020954192829,1.7869259258269727,Aardam West
BU17140200,Sluis                                   ,Buurt     ,BU17140200,1980,2053.0,1.9,255,1020,5.0,250,150,415,545,615,77.0,21.0,6.0,11.0,5,label_short,label_long,0.6877009949625746,0.656118697579882,Aardenburg
